location,size,society,total_sqft,bath,balcony,price
Gandhi Bazar,6,,1020,6,1,370
Varthur Road,3,,1033,2,2,30.47
HSR Layout,2,Siestr ,1142,2,2,65
Mathikere,3,,1500,2,2,75
Electronic City Phase II,3,Rie 2ri,1502,3,3,50
Shree Ananth Nagar Layout,3,PrinePr,1176,2,1,45
Hosa Road,2,,1063,2,1,32.8
Kammanahalli,2,,1100,2,1,60
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
6th Phase JP Nagar,2,,1216,2,2,60
Suddaguntepalya,3,MSanaer,1425,3,2,55
Gandhi Bazar,6,,1020,6,1,370
Hosur Road,2,Saageat,1345,2,2,108
Marathahalli,2,,1248,2,1,130
Gandhi Bazar,6,,1020,6,1,370
Shankarapuram,2,,900,1,0,130
Gandhi Bazar,6,,1020,6,1,370
Uttarahalli,2,,1025,2,1,35.88
Gandhi Bazar,6,,1020,6,1,370
Lakshminarayana Pura,3,Srasy F,3050,2,1,90
Kadubeesanahalli,3,,1424,2,2,75
EPIP Zone,3,,2500,3,1,268
Gandhi Bazar,6,,1020,6,1,370
Byrasandra Extension,2,,1285,2,2,45
Babusapalaya,2,,1450,2,1,55.99
Raja Rajeshwari Nagar,2,Prllsan,1160,2,1,70
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Uttarahalli,2,Aklia R,1125,2,1,47.65
Gandhi Bazar,6,,1020,6,1,370
Raja Rajeshwari Nagar,2,GrrvaGr,1133,2,1,38.37
Arekere,2,Nihtsss,1240,2,2,60
Devanahalli,3,Sabixtt,1466,3,3,77.59
Outer Ring Road East,4,PrstaTe,3870,4,2,411
Ramagondanahalli,3,DNeremo,1610,2,2,115
Sarjapur  Road,3,,1220,3,2,56
Kaggadasapura,2,VSomepi,1225,2,2,48
Akshaya Nagar,2,Javasi ,1300,2,1,54
Thanisandra,3,G conTh,1996,4,1,123
Mallathahalli,3,,1320,2,2,55
Rajaji Nagar,3,Brway G,1800,3,2,240
Richmond Town,3,,1835,3,3,175
Sarjapur  Road,3,PuineSu,1435,3,2,90
Whitefield,3,VDarmlo,4097,3,2,400
Rayasandra,3,MJeusyl,1601,3,3,70
Kadubeesanahalli,2,Krshi G,1257,2,2,93
Iblur Village,4,Emine P,3596,5,1,260
Kasavanhalli,2,Salisal,1309,2,2,95
Gandhi Bazar,6,,1020,6,1,370
Whitefield,2,Gamesti,1115,2,1,55
Whitefield,3,Brony H,1870,3,2,90
manyata park,2,,1322,2,1,61.99
Telecom Layout,3,,1450,2,1,65
Banashankari,2,Goeesem,1185,2,2,67
7th Phase JP Nagar,3,Eladero,1790,3,3,120
Gandhi Bazar,6,,1020,6,1,370
Rachenahalli,2,,1050,2,2,52.5
Gandhi Bazar,6,,1020,6,1,370
Devanahalli,1,,775,1,0,39
Hoodi,2,Macanr ,1000,2,2,48
Thanisandra,2,Bhe 2ko,1183,2,1,77.25
Binny Pete,3,Shestlo,1282,3,2,178
Alur,1,,425,1,1,15
Nelamangala,2,,820,2,2,30
Richmond Town,4,,2230,4,2,792
Hebbal,2,Srntsha,1200,2,2,52
Ramagondanahalli,2,ViistLa,1151,2,2,43.6
Hulimavu,3,Naepa D,1320,2,2,59
Bikasipura,3,,1450,3,2,68
Poorna Pragna Layout,3,,1270,2,3,50.79
Hegde Nagar,3,SoitaCa,1847,3,2,123
Devanahalli,1,Pardsri,1020,2,1,49.87
Somasundara Palya,3,ManceEl,1650,3,1,95
Richmond Town,4,,2380,4,3,242
Electronic City,3,,2400,2,3,78
Begur Road,2,Dhalsh ,1160,2,2,44
Haralur Road,4,SNnia E,2805,4,3,154
Mysore Road,3,Gopia O,1360,3,0,47.6
Brookefield,2,Saandvi,1089,2,1,49
Yelahanka,2,Reverve,1115,2,2,60
Kudlu Gate,2,,1215,2,1,45
Sarjapur  Road,2,,1194,2,1,51
Kannamangala,3,Sonue A,1536,3,1,104
Hennur,2,,1255,2,2,55.5
Electronic City,3,Prarkun,1571,3,2,83
Gandhi Bazar,6,,1020,6,1,370
Keshava Nagar,2,ETens G,1517,2,2,125
Budigere,1,PrityTr,664,1,1,35.4
 Devarachikkanahalli,2,Wiaysld,1230,2,1,58
Hegde Nagar,2,Inaadd ,1340,2,2,72
Attibele,2,DSvar S,1175,2,1,29.38
Gandhi Bazar,6,,1020,6,1,370
Sarjapur,2,,1240,2,2,43.1
Electronic City,3,DSgmax ,1470,2,1,44.1
Kanakpura Road,1,PrarePa,525,2,1,29.25
7th Phase JP Nagar,3,Eladero,1680,3,2,117
Sri Sai Layout,2,,1000,2,2,35
Gunjur,2,MyhtsHe,1071,2,1,51
Sector 2 HSR Layout,3,NDpalSe,1512,3,1,80
Frazer Town,4,Asuilnc,3435,2,1,341
Thanisandra main road,3,,3144,3,1,455
Kalyan nagar,2,Saacela,1190,2,1,60
Pattandur Agrahara,3,MaidoPl,1550,2,3,80
Kanakpura Road,2,GolusLi,1283,2,2,63.22
Mallasandra,2,GMilse ,1325,2,2,73
Whitefield,2,SMuilan,1105,2,1,35.36
Banaswadi,3,Srldsri,1600,3,2,74.5
Gandhi Bazar,6,,1020,6,1,370
Hennur,2,,1100,2,1,44.55
Talaghattapura,3,Sodgere,2099,3,3,147
Yelachenahalli,3,BaiseBa,1365,2,1,72
Hebbal Kempapura,2,Goateds,1485,3,3,132
Hosur Road,2,Kelmsoy,1250,2,1,55
Chikkalasandra,3,,1290,2,2,56.12
Bellandur,2,,1170,2,1,46.79
Kanakpura Road,2,Soazak ,1328,2,3,91.06
Hennur Road,2,Puachal,1232,2,1,87
1st Phase JP Nagar,2,,1180,2,2,88.5
Electronic City,3,Palleon,1350,3,2,66
Nagawara Junction,4,,3602,4,2,280
Nagasandra,4,,2400,4,1,145
Electronic City Phase II,2,Prvanai,1020,2,2,32
Begur Road,3,Dhalsh ,1410,2,3,49.34
Vishwanatha Nagenahalli,3,PrBayGa,2159,3,2,120
TC Palaya,3,,1200,2,0,66
Hennur,2,Shateor,1255,2,1,57.5
Whitefield,2,ARipsul,1074,2,1,42.79
Gandhi Bazar,6,,1020,6,1,370
Sarjapur,3,SNityVe,1170,2,2,35.41
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Mahadevpura,3,Neony H,1601,3,2,95
Begur Road,2,,952,2,1,42
PNS Layout,2,,1166,2,3,65
Venkatapura,3,ThBayah,2700,2,1,260
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Haralur Road,3,SNnia E,1520,2,2,96
Gandhi Bazar,6,,1020,6,1,370
Yelenahalli,2,,1175,2,2,50
Bharathi Nagar,2,ReudePr,1432,2,2,68
Bommasandra Industrial Area,2,,1005,2,1,39.77
Rajiv Nagar,2,,1309,2,1,80
Dairy Circle,3,Soeurri,2251,4,2,370
7th Phase JP Nagar,2,Brnia G,1050,2,1,77
Kanakpura Road,3,PrarePa,1100,3,2,53
Gandhi Bazar,6,,1020,6,1,370
Begur Road,3,Dhalsh ,1565,2,2,56.34
1st Stage Indira Nagar,2,,940,2,1,56
Yarandahalli,2,,1015,2,1,40.1
Gandhi Bazar,6,,1020,6,1,370
Electronic City,3,SJityVe,1652,3,3,110
Whitefield,2,,1100,2,2,52
Rajiv Nagar,4,PuoodSk,2340,4,1,145
Koramangala,2,G ceses,1084,2,1,179
Gandhi Bazar,6,,1020,6,1,370
Kacharakanahalli,3,JPoldGo,1400,3,3,69
Gandhi Bazar,6,,1020,6,1,370
Electronic City Phase II,2,Sryalan,1020,2,1,27.43
Whitefield,2,PritaDo,1267,2,1,90.33
Bhoganhalli,4,Pride S,2439,4,3,185
Ashwath Nagar,3,SJcerpe,1645,3,3,95
Sahakara Nagar,3,,1100,2,2,75
Electronic City,3,,1320,2,1,38.12
Ananth Nagar,2,,1000,2,1,29.7
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Kalyan nagar,2,JRaderc,1086,2,2,44.5
Kengeri,1,VBn 2lm,416,1,1,18
Hennur Road,2,Koagati,1066,2,1,52.23
OMBR Layout,3,Inntsa ,1730,3,1,93
Balagere,2,Soresea,1205,2,1,63.86
Marathahalli,4,Prionad,2500,5,2,175
Subramanyapura,2,DStik S,960,2,1,55
Haralur Road,3,SNnia E,1510,3,2,83.05
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Jakkasandra Extension,2,,1000,2,1,63
Poorna Pragna Layout,2,,1160,2,1,46.39
Hormavu,3,,1553,2,2,58.23
Frazer Town,4,Asuilnc,3436,5,2,345
Seegehalli,2,,1134,2,2,45
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Nagashetty Halli,2,,1350,2,2,65
Sarjapur,2,,1032,2,1,42
Tigalarpalya,3,Spess C,1998,3,2,117
Murugeshpalya,2,,1225,2,2,48
Sarjapur  Road,2,Contsci,1262,2,2,67
Badavala Nagar,3,DNncasa,1842,3,2,115
Thomas Town,2,TuiteIn,1300,2,2,60
Kothannur,2,,1070,2,2,38.6
"Electronic city Phase 1, ",2,,950,2,1,33
Balagere,2,Soresea,1012,2,1,53.58
Gandhi Bazar,6,,1020,6,1,370
Kadugodi,2,KMnorab,1394,2,2,56
Amruthahalli,3,Prentra,1450,2,1,85
Sarjapur  Road,3,Adeatlm,1693,3,2,125
Thigalarapalya,4,Prtanha,3122,6,2,235
Horamavu Agara,2,DSireSo,1000,2,1,46
Kogilu,2,,952,2,2,49
Malleshwaram,3,Maens G,2050,4,2,270
Kengeri,1,,1200,1,1,14
Mysore Road,3,Brama P,1410,2,2,64
Hebbal Kempapura,2,Goateds,1400,2,2,108
Gandhi Bazar,6,,1020,6,1,370
Sarjapur  Road,3,Saitya ,1826,3,2,125
Hosur Road,3,PuendWe,1689,3,2,103
Bisuvanahalli,3,Prityel,1075,2,1,31
Bannerghatta Road,5,,2500,4,1,1400
Hennur,2,,960,2,1,48
Channasandra,2,,808,2,1,40
Kodichikkanahalli,2,,907,2,2,38.5
Uttarahalli,2,AkncyRe,1300,2,2,55
Sector 1 HSR Layout,3,SodilDa,1804,3,2,150
Naidu Layout,3,,1350,3,2,81
Whitefield,3,Priew P,1836,3,2,125
Sugama Layout,2,Pry 2 R,826,2,2,36
Hormavu,2,Undraro,1200,2,3,68
1st Block Koramangala,4,,3000,3,3,300
Gandhi Bazar,6,,1020,6,1,370
6th Phase JP Nagar,2,JClyner,1460,2,2,80
Gandhi Bazar,6,,1020,6,1,370
BTM 2nd Stage,2,Vincyat,965,2,2,56
Gandhi Bazar,6,,1020,6,1,370
Bhoganhalli,3,Amconi ,1395,2,2,70
Sarjapur  Road,3,DSndsod,1660,3,2,116
Kada Agrahara,2,,935,2,2,35
Hongasandra,2,Srrtsu ,1180,2,1,39
Electronic City,2,,1090,2,1,31.48
Kanakpura Road,2,PrityFa,1204,2,1,82
Thigalarapalya,3,Prtanha,2072,4,2,153
Haralur Road,2,Zostaa ,1056,2,1,65
Hebbal,2,Magiaya,985,2,2,62
Banashankari Stage V,3,,1315,2,2,49
KR Puram,2,,734,2,1,22
Gandhi Bazar,6,,1020,6,1,370
Yelahanka,3,Niareum,2317,4,3,140
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Attibele,2,Jae 2hu,656,2,1,25
Attibele,1,Jae 2hu,400,1,1,11.5
Yeshwanthpur,1,IBityin,666,1,1,36.8
Gandhi Bazar,6,,1020,6,1,370
7th Phase JP Nagar,2,Shncyes,1174,2,1,47
Budigere,2,PrityTr,1153,2,2,56.7
Gandhi Bazar,6,,1020,6,1,370
Narayanapura,5,,2400,5,2,85
Marathahalli,2,,957,2,1,47
Banashankari Stage III,2,Say 3 R,910,2,2,160
Sarjapur  Road,2,,1060,2,1,50
Banashankari,2,,1000,2,1,50
Kanakpura Road,3,PuandHi,1843,3,2,88
Kanakpura Road,3,,1150,2,2,40.25
Chandapura,3,SunceEs,1230,2,2,31.37
Kodihalli,4,Soianal,3197,5,2,335
Kanakpura Road,3,Soazak ,1703,3,2,130
Kaval Byrasandra,2,DencyRe,1125,2,1,41.5
Battarahalli,3,SraveHi,1516,3,3,65
Brookefield,2,Srluei ,1130,2,2,56
Iblur Village,4,Emine P,3596,5,1,279
Hosa Road,3,Sosisic,1512,3,2,103
Thanisandra,3,Bhmesy ,1491,3,1,88
Cox Town,2,Eledst ,1250,2,2,95
Banashankari,3,,1650,3,2,90.75
Raja Rajeshwari Nagar,2,GrrvaGr,1140,2,1,48.7
Gandhi Bazar,6,,1020,6,1,370
Thanisandra,3,Rehtsna,1881,3,1,95
Kanakpura Road,3,PrarePa,1100,3,2,56.57
Iblur Village,3,Emine P,2666,4,1,200
Bagalur,2,,1500,2,1,50
Seshadripuram,2,,1217,2,1,164
Whitefield,2,,1197,2,1,50
Gandhi Bazar,6,,1020,6,1,370
Gollarapalya Hosahalli,3,Mauner ,1345,3,2,60
Gandhi Bazar,6,,1020,6,1,370
Bannerghatta Road,4,Anineu ,3230,5,0,165
Banashankari Stage II,3,,1260,2,1,95
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
1st Block HBR Layout,1,,600,1,0,45
Uttarahalli,2,Shony S,1025,2,1,35.88
Hennur Road,2,Koagati,973,2,1,56
Thanisandra main road,4,,4110,4,2,590
Rajaji Nagar,3,PhestOn,2533,3,3,425
Balagere,2,Soresea,1007,2,1,75
Gandhi Bazar,6,,1020,6,1,370
Nagavara,2,,1077,2,1,50
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Electronics City Phase 1,2,,865,2,0,40
Kalena Agrahara,2,ARomee ,1000,2,2,33
CV Raman Nagar,2,Chhamku,1285,2,2,65
Thanisandra,1,Pronyt ,662,1,1,29
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Kalkere,3,Sothin ,1850,3,3,95
Harlur,3,,1754,3,2,132
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Anugrah Layout,3,Saavena,1567,3,1,100
Hoskote,3,Thiced ,1695,3,3,50
Gandhi Bazar,6,,1020,6,1,370
Bellandur,2,Srdids ,1150,2,1,69.44
Akshaya Nagar,3,DLhtsnd,1690,3,2,85
1st Block Koramangala,3,,2350,3,2,210
Karuna Nagar,2,AjityIn,1057,2,1,65
Hebbal,2,Raard B,1320,2,1,91
Bhoganhalli,4,Rosha I,2119,4,3,111
Bandepalya,2,Jaity H,1125,2,1,48
Kanakpura Road,3,,2254,3,2,170
Balagere,1,Soresea,645,1,1,34.18
Rachenahalli,2,,1050,2,2,52.08
Panathur,2,Saite G,1040,2,1,41.6
Sarjapur  Road,3,PualeSk,1700,3,1,194
1st Block Jayanagar,3,,1760,3,1,115
Bellandur,3,NiCodCa,1138,3,2,128
Sarjapur  Road,2,AsastDe,984,2,1,45.91
Raja Rajeshwari Nagar,2,GrrvaGr,1140,2,2,38.65
Whitefield,3,Eznuee ,3596,3,1,200
Kalkere,3,,1365,3,2,54
Bethel Nagar,1,,560,1,0,19
Vittasandra,2,Prlla C,1404,2,1,75
Bellandur,4,,1540,4,3,45
Electronic City,3,KBityo ,1050,2,1,39
Gandhi Bazar,6,,1020,6,1,370
Rachenahalli,3,Sovar S,1550,3,3,72.5
Yelahanka,3,Niareum,1653,3,3,93
Parappana Agrahara,2,Peide L,1194,2,2,47
Narayana Nagar 1st Block,3,Krite D,1471,2,3,75
Kanakpura Road,2,,700,2,1,35
Kudlu Gate,2,Wharl P,812,2,1,38.25
8th Phase JP Nagar,3,GRhtsei,1504,2,2,83
Mahadevpura,3,,1450,3,2,75
Kannamangala,2,VBownre,957,2,2,54.5
Attibele,1,Jae 1hu,460,1,1,13
Gandhi Bazar,6,,1020,6,1,370
7th Phase JP Nagar,2,Brnia G,1050,2,1,75
Budigere,3,PrityTr,1820,3,2,85
Varthur Road,2,,1033,2,2,32
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
OMBR Layout,2,,1165,2,2,88.5
Gottigere,2,,1280,2,1,61
Cambridge Layout,3,,1950,3,3,230
Gandhi Bazar,6,,1020,6,1,370
Kanakpura Road,3,JRrnauv,1550,3,3,65.1
Nagavarapalya,2,PuonsSe,1392,2,1,130
Jigani,3,DLhtsan,1221,3,3,75
AMS Layout,1,Choomu ,1000,1,1,19
KR Garden,2,,1300,2,2,60
Hoskote,2,Corus C,1065,2,3,31.5
Yelahanka New Town,3,KHatsFl,1209,2,3,65
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Sarjapur  Road,3,PualeSk,1929,4,1,101
Hennur Road,2,Soncy R,1255,2,1,84
Jalahalli,2,DSata S,1035,2,1,31.05
Gandhi Bazar,6,,1020,6,1,370
Banashankari,3,Bregae ,1650,3,2,101
Whitefield,3,Laave E,1275,2,3,65
Electronic City,2,Prarkun,1128,2,1,65.58
Raja Rajeshwari Nagar,2,GrrvaGr,1140,2,2,38.55
Gandhi Bazar,6,,1020,6,1,370
Thanisandra,2,Bhe 2ko,1183,2,2,58.56
Whitefield,2,Rabow R,1155,2,1,39
Kengeri,3,,1245,2,2,43.57
Akshaya Nagar,2,,1000,2,1,38
7th Phase JP Nagar,2,Brnia G,1040,2,1,75
Ardendale,4,AWharde,2062,3,1,140
Kundalahalli Colony,3,,1477,2,2,75
Gandhi Bazar,6,,1020,6,1,370
Sarjapur  Road,3,Shthi S,1525,2,2,65
Kaverappa Layout,2,VKe 1 M,1220,2,1,65
Hebbal,3,Kacesh ,2388,3,1,195
Electronic City,2,Prarkun,1355,2,1,97.6
Whitefield,2,,1141,2,1,62
Vijayanagar,2,Saahaat,1046,2,0,49.06
Bannerghatta Road,1,,630,1,2,35
Pattandur Agrahara,2,ARvasV ,1247,2,2,62.35
Marathahalli,4,PueraRi,3855,4,3,220
Geddalahalli,2,,850,2,1,32.5
KR Puram,2,Sryam N,1120,2,2,36
Gandhi Bazar,6,,1020,6,1,370
Jakkur,3,Ceezey ,1798,3,1,110
Bisuvanahalli,3,Prityel,1180,2,1,45
Kereguddadahalli,2,Jaood G,1000,2,1,34
Whitefield,2,Prtates,1216,2,1,82
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Badavala Nagar,3,DNncasa,1842,3,2,115
Bisuvanahalli,3,Prityel,1075,2,1,43
Whitefield,2,UKe 2nz,1495,3,3,88
Kanakpura Road,3,Goelsn ,1700,3,3,120
Whitefield,3,Oreldhi,1564,3,1,103
Reliaable Tranquil Layout,2,Sariana,1256,2,1,65
Kundalahalli,2,Dieldli,1047,2,1,89
Bhoganhalli,3,Rosha I,1458,3,1,78.45
Hoodi,2,Caycend,1063,2,1,61.17
Sadashiva Nagar,4,,7400,5,1,1850
Garudachar Palya,2,,1150,2,1,52.5
Chandapura,1,,450,1,1,9
Ramamurthy Nagar,2,Amazaa ,1360,2,0,45
Marathahalli,3,,1605,3,2,76
Nagarbhavi,3,,1200,4,2,205
Haralur Road,3,SNnia E,1810,3,2,100
LB Shastri Nagar,2,,1250,2,2,48.5
Poorna Pragna Layout,3,,1475,2,2,58.99
Gandhi Bazar,6,,1020,6,1,370
Dommasandra,2,,850,2,1,25.4
Electronic City Phase II,2,Sryalan,1025,2,1,26.65
Uttarahalli,2,SivelMa,980,2,1,45
Basavanagara,3,,1428,2,1,70
Shanti Nagar,2,SwionMa,1130,2,1,74
Kanakpura Road,3,Soazak ,1592,3,1,125
JP Nagar,3,Arndesa,2050,3,3,82
Bagalur,2,Krton S,1407,2,1,83.87
Cunningham Road,3,Lelia M,4170,3,2,800
Whitefield,3,Sulesil,1585,3,1,84
Jakkur,3,Miershi,1785,3,2,130
BSM Extension,2,Raave E,900,2,3,45
Gandhi Bazar,6,,1020,6,1,370
Kanakpura Road,3,PuandHi,1843,3,2,96.2
Munivenkatppa Layout,4,SNiew L,2375,3,2,260
RPC layout,2,Dee 2 P,1200,2,1,67
Akshaya Nagar,2,,1113,2,1,52
Uttarahalli,2,Aklia R,1125,2,1,47
Gandhi Bazar,6,,1020,6,1,370
Anekal,3,,1150,3,2,45
Yeshwanthpur,2,VSineDi,770,1,1,70
Kodichikkanahalli,2,PentyVB,1181,2,2,57
Kanakpura Road,3,,1550,3,3,64.7
1st Phase JP Nagar,2,,1200,2,3,86
Raja Rajeshwari Nagar,2,GrrvaGr,1295,2,2,55.47
Gandhi Bazar,6,,1020,6,1,370
Lingadheeranahalli,3,Soiewre,1506,3,1,95
"HSR Layout 7th sector, ",3,,1872,3,2,152
Sarjapur  Road,4,Adeatlm,2900,4,2,240
Abbigere,3,DSestma,1326,2,1,35
Talaghattapura,2,,1040,2,1,33.28
Gandhi Bazar,6,,1020,6,1,370
Hennur,2,SLureSi,1020,2,1,48
Gokula Extension,3,,1400,3,2,90
Neeladri Nagar,10,,4000,12,2,160
Gandhi Bazar,6,,1020,6,1,370
Vidyaranyapura,2,,1100,2,1,54
Kodathi,2,,829,2,1,22.8
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Kanakpura Road,3,GolusLi,1500,3,1,72.99
Ananth Nagar,2,,850,2,1,25.99
Kaval Byrasandra,2,ApallEn,1180,2,2,60
Cunningham Road,4,,5108,5,2,995
Thigalarapalya,3,Prtanha,2215,4,2,150
Channasandra,2,,1010,2,1,36
Marathahalli,2,Cores V,1350,2,2,60
Talaghattapura,2,,1100,2,0,50
Kanakpura Road,3,Wiowsri,1450,2,2,62.93
Raja Rajeshwari Nagar,2,GrrvaGr,1133,2,2,40
Thanisandra,3,Soitya ,1564,3,2,100
Gandhi Bazar,6,,1020,6,1,370
Thigalarapalya,3,Prtanha,2072,4,2,157
Gandhi Bazar,6,,1020,6,1,370
Kanakapura,3,SPavenc,1460,2,3,51.1
A Narayanapura,1,,600,2,1,35
Rachenahalli,2,,1050,2,2,52.07
"Judicial Layout, Kanakapura Road, ",2,,700,2,1,35
Gandhi Bazar,6,,1020,6,1,370
Yelahanka,1,Prensya,654,1,1,38
Ankappa Layout,2,OadraCh,1105,2,2,50
Hebbal Kempapura,3,Goateds,1800,3,3,150
Gandhi Bazar,6,,1020,6,1,370
Kogilu,1,,700,1,1,30.84
Amruthnagar,2,Unarlth,1000,2,1,51
Gandhi Bazar,6,,1020,6,1,370
Gattahalli,3,Hameson,1240,2,1,63
Bellandur,2,,1200,2,3,45
Yelahanka New Town,3,KHatsFl,1400,2,2,80
HOSUR MAIN ROAD,3,,1393,3,2,54
Whitefield,2,,1140,2,2,50
Gandhi Bazar,6,,1020,6,1,370
Gulimangala,3,Daxir E,1640,3,2,70
Gandhi Bazar,6,,1020,6,1,370
Rajaji Nagar,2,,720,2,2,65
Yelenahalli,3,,1650,3,3,68
Nagavara,4,K dotna,2496,4,2,125
9th Phase JP Nagar,2,NaensGa,905,2,1,32
HAL 2nd Stage,3,,1600,3,1,125
Chikkalasandra,2,,1070,2,1,45.48
Gandhi Bazar,6,,1020,6,1,370
Koramangala,2,,1200,2,2,100
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Old Airport Road,2,,1145,2,2,75
Addischetan Layout,3,Malyxer,1495,3,2,55
Gandhi Bazar,6,,1020,6,1,370
Stage-4 Bommanahalli,3,Pantsce,1400,3,2,53
Whitefield,3,,1558,3,2,90
Balagere,2,Soresea,1007,2,1,53
Ananth Nagar,2,,902,2,1,25.26
Kallumantapa,2,BSarknd,1054,2,1,53
Uttarahalli,3,,1135,2,3,39.73
Gollarapalya Hosahalli,2,Mauner ,996,2,2,49
Vimanapura,2,,1275,2,2,47
Gandhi Bazar,6,,1020,6,1,370
Hennur,4,,2502,4,2,170
Sadaramangala,2,Maletr ,1394,2,3,52
Haralur Road,2,RInceeg,1243,2,2,46
Whitefield,2,Prtates,1216,2,1,75
Konena Agrahara,2,EsadeNS,1075,2,1,57
Indira Nagar,3,Monorh ,1500,3,3,120
Rayasandra,4,,1708,3,1,76
Gandhi Bazar,6,,1020,6,1,370
Jakkur Plantation,3,Reicace,1800,4,3,115
Harlur,2,,1532,2,1,65
Hosa Road,3,Mahesr ,1726,3,2,81.99
Hanumanth Nagar,2,Saersel,1220,2,2,54.89
Chikkalasandra,2,,1100,2,2,50
Electronics City Phase 1,3,Atntspa,1530,3,3,40
Hosa Road,2,SRrnauv,840,2,1,28
Bommanahalli,3,,1250,4,3,39
CV Raman Nagar,2,,1030,2,3,35
Raghavendra Layout,3,Muiseek,1499,3,2,89
Varsova Layout,3,MoaveEn,1280,2,3,55
Munnekollal,2,,1170,2,2,59
Gandhi Bazar,6,,1020,6,1,370
Thirumenahalli,2,MNtha A,1161,2,3,36.69
Gandhi Bazar,6,,1020,6,1,370
Richards Town,2,MaionMa,1050,2,2,65
Gandhi Bazar,6,,1020,6,1,370
Attibele,1,Jae 1hu,418,2,1,11.5
Bhattarahalli,2,,905,2,2,50
Raja Rajeshwari Nagar,3,DwntsAp,1510,2,2,55
Chikkalasandra,3,,1390,2,3,60.47
Kasturi Nagar,2,,1101,2,2,66
Srirampura,4,MVmesle,2736,4,2,130
EPIP Zone,3,BrontLa,2350,4,2,163
Raja Rajeshwari Nagar 5th Stage,2,Pridel ,1056,2,2,55
Kanakpura Road,3,,1425,2,2,49.88
Electronics City Phase 1,3,Shitt S,1450,3,1,70
Pai Layout,2,Saage V,1000,2,2,34
Haralur Road,1,SNnia E,575,1,1,38
Uttarahalli,3,,1350,2,2,47.24
Gandhi Bazar,6,,1020,6,1,370
Raghavendra Layout,3,Gomeseg,1770,3,2,90
Byadarahalli,3,Prurten,3155,3,2,315
Gandhi Bazar,6,,1020,6,1,370
JP Nagar,1,Shika A,745,1,0,34.27
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Kudlu Gate,2,Sanzaat,1547,2,2,103
Panathur,3,Prcesvy,1713,3,1,120
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Yeshwanthpur,3,RNvasth,1856,4,2,180
RMV Extension,2,DSureSi,1152,2,1,57
Dodda Nekkundi,2,,1100,2,1,46.75
Narayanapura,3,AriosHe,2357,3,2,135
Akshaya Nagar,3,,1820,4,2,95
Kannamangala,3,Sonue A,1865,3,1,139
Kanakpura Road,2,Prdhue ,1240,2,2,65
Padmanabhanagar,3,Naasyak,1360,3,1,75
Gandhi Bazar,6,,1020,6,1,370
Electronics City Phase 1,3,Shitt S,1450,2,2,63.51
Budigere,2,PrityTr,1139,2,2,72
Begur Road,3,,1565,2,2,56
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Nagappa Reddy Layout,2,,1200,2,2,39
Yeshwanthpur,3,Goandn ,1855,3,3,140
Gandhi Bazar,6,,1020,6,1,370
Arehalli,3,,1350,2,2,65
Old Madras Road,3,Saciatt,2266,3,2,207
Hosur Road,1,,660,1,1,23
Kodihalli,2,,1490,2,1,150
Kambipura,3,Prrtht ,1083,2,1,48
Hennur Road,2,Puachal,1232,2,1,83
Raja Rajeshwari Nagar,3,NaonySy,1550,3,1,86.8
Whitefield,2,Iseenst,1227,2,2,70
Sarjapur  Road,2,,1059,2,2,68
Electronic City Phase II,2,Assha A,545,1,1,29
Mahadevpura,2,Neisei ,1152,2,1,54
Kenchenahalli,2,AriosPa,870,1,1,45
Panathur,2,,1210,2,1,78
Thanisandra,1,Bhe 2ko,663,1,0,46.1
